MMI, ITB_Class, Comp_damage 
7.236158, NEL2.1.1, 0.424551 
7.240436, NEH4.1.3, 1.902981 
7.243172, NEL4.1.1, 4.785327 
7.243172, NEH4.1.2, 1.932399 
7.243172, NEL1.4.1, 10.734920 
7.243172, NEL2.1.1, 0.442164 
7.243172, NEL2.1.1, 0.442164 
7.243172, NEL3.1.1, 0.457358 
7.243172, NEL3.1.1, 0.457358 
7.243172, NEL3.1.1, 0.457358 
7.243172, NEL4.1.1, 4.785327 
7.243172, NEL3.1.1, 0.457358 
7.243172, NEL2.1.1, 0.442164 
7.243172, NEL3.1.1, 0.457358 
7.240730, NEL2.1.1, 0.435961 
7.234438, NEL3.2.1, 1.088901 
7.234718, NEL3.1.1, 0.441997 
7.228006, NEL3.1.1, 0.430119 
7.648280, NEH4.1.3, 12.284343 
7.648280, NEH2.1.1, 12.074049 
7.648280, NEL3.1.1, 1.959011 
7.648280, NEL2.1.2, 9.023670 
7.648280, NEL2.1.1, 3.283985 
7.648280, NEH4.1.3, 12.284343 
7.648280, NEL4.1.1, 12.074049 
7.648280, NEH4.1.3, 12.284343 
7.648280, NEL1.4.1, 24.304734 
7.646536, NEL1.4.1, 24.233408 
7.648280, NEL3.1.1, 1.959011 
7.648280, NEL3.1.1, 1.959011 
7.648280, NEL1.4.1, 24.304734 
7.648280, NEH4.1.3, 12.284343 
7.648280, NEH4.1.2, 12.284343 
7.648280, NEL1.4.1, 24.304734 
7.648280, NEH4.1.3, 12.284343 
7.648280, NEL4.1.3, 26.329746 
7.243172, NEH4.1.1, 1.932399 
7.243172, NEH4.1.1, 1.932399 
7.243172, NEH4.1.1, 1.932399 
7.243172, NEH4.1.1, 1.932399 
7.243172, NEH4.1.1, 1.932399 
7.243172, NEH4.1.1, 1.932399 
7.243172, NEH4.1.1, 1.932399 
7.243172, NEH4.1.2, 1.932399 
7.243172, NEH4.1.1, 1.932399 
7.243172, NEL2.1.1, 0.442164 
7.243172, NEL2.1.1, 0.442164 
7.243172, NEL2.1.1, 0.442164 
7.243172, NEL2.1.1, 0.442164 
7.243172, NEL2.1.1, 0.442164 
7.243172, NEH4.1.2, 1.932399 
7.648280, NEH4.1.2, 12.284343 
7.243172, NEL1.4.1, 10.734920 
7.243172, NEH4.1.1, 1.932399 
7.243172, NEH4.1.2, 1.932399 
7.243172, NEH4.1.2, 1.932399 
7.243172, NEH4.1.1, 1.932399 
7.243172, NEH4.1.1, 1.932399 
7.243172, NEH4.1.1, 1.932399 
7.243172, NEH4.1.2, 1.932399 
7.243172, NEH4.1.2, 1.932399 
7.243172, NEH4.1.2, 1.932399 
7.243172, NEH4.1.3, 1.932399 
7.243172, NEH4.1.1, 1.932399 
7.243172, NEH4.1.1, 1.932399 
7.243172, NEH4.1.2, 1.932399 
7.243172, NEL3.2.1, 1.124019 
7.243172, NEL2.1.1, 0.442164 
7.243172, NEL2.1.1, 0.442164 
7.243172, NEH2.1.1, 4.785327 
7.243172, NEL3.1.1, 0.457358 
7.243172, NEL2.1.1, 0.442164 
7.243172, NEL2.1.1, 0.442164 
7.243172, NEL3.2.1, 1.124019 
7.243172, NEL2.1.1, 0.442164 
7.243172, NEH2.1.1, 4.785327 
7.243172, NEH2.1.1, 4.785327 
7.243172, NEH2.1.2, 10.783059 
7.243172, NEL3.1.1, 0.457358 
7.648280, NEL3.2.1, 4.111102 
7.648280, NEL2.1.1, 3.283985 
7.648280, NEH4.1.2, 12.284343 
7.648280, NEH4.1.3, 12.284343 
7.648280, NEL2.1.1, 3.283985 
7.648280, NEH4.1.2, 12.284343 
7.648280, NEL2.1.1, 3.283985 
7.648280, NEH4.1.3, 12.284343 
7.648280, NEH4.1.2, 12.284343 
7.648280, NEL2.1.1, 3.283985 
7.648280, NEL2.1.1, 3.283985 
7.648280, NEL3.1.1, 1.959011 
7.648280, NEL2.1.1, 3.283985 
7.648280, NEH3.2.1, 4.111102 
7.648280, NEL3.1.1, 1.959011 
7.648280, NEL3.1.1, 1.959011 
7.648280, NEH4.1.2, 12.284343 
7.648280, NEH4.1.2, 12.284343 
7.648280, NEH4.1.2, 12.284343 
7.652587, NEL2.1.1, 3.343395 
7.652493, NEL3.1.1, 1.985359 
7.650874, NEH4.1.3, 12.399654 
7.650545, NEH4.1.3, 12.384989 
7.650287, NEH4.1.2, 12.373497 
7.649160, NEL2.1.1, 3.296055 
7.648280, NEL2.1.1, 3.283985 
7.653151, NEL2.1.1, 3.351237 
7.653409, NEL2.1.1, 3.354829 
7.653925, NEH2.1.1, 12.209335 
7.654019, NEH2.1.1, 12.211596 
7.653855, NEL2.1.1, 3.361046 
7.653737, NEL2.1.1, 3.359401 
7.653761, NEL2.1.1, 3.359735 
7.653896, NEL2.1.1, 3.361618 
7.654940, NEH4.1.3, 12.581841 
7.656313, NEL2.1.1, 3.395474 
7.243172, NEH2.1.1, 4.785327 
7.243172, NEL2.1.1, 0.442164 
7.243172, NEH2.1.1, 4.785327 
7.243172, NEH2.1.1, 4.785327 
7.243172, NEL2.1.1, 0.442164 
7.243172, NEH2.1.2, 10.783059 
7.243172, NEL3.1.1, 0.457358 
7.243172, NEL2.1.1, 0.442164 
7.243172, NEL3.2.1, 1.124019 
7.243172, NEL1.2.1, 36.375568 
7.243172, NEL2.1.1, 0.442164 
7.243172, ER4.1.1.3, 0.791203 
7.243172, NEH3.2.1, 1.124019 
7.243172, NEH2.1.1, 4.785327 
7.243172, NEH2.1.2, 10.783059 
7.243172, NEH3.1.1, 0.457358 
7.243172, NEL3.2.1, 1.124019 
7.243172, NEL3.1.1, 0.457358 
7.243172, NEH2.1.2, 10.783059 
7.243172, NEH2.1.2, 10.783059 
7.243172, NEH2.1.1, 4.785327 
7.243172, NEH2.1.2, 10.783059 
7.243172, NEH3.2.1, 1.124019 
7.243172, NEH2.1.2, 10.783059 
7.243172, NEH2.1.2, 10.783059 
7.243172, NEH2.1.2, 10.783059 
7.243172, NEH2.1.1, 4.785327 
7.243172, NEH2.1.2, 10.783059 
7.243172, NEL1.4.1, 10.734920 
7.243172, NEH2.1.2, 10.783059 
7.243172, NEL2.1.1, 0.442164 
7.653057, NEH2.1.1, 12.188470 
7.651531, NEL2.1.1, 3.328750 
7.651648, ER4.1.1.1, 3.566486 
7.651906, NEL3.2.1, 4.153038 
7.648280, ER4.1.1.1, 3.528268 
7.648280, NEL3.1.1, 1.959011 
7.648280, NEL2.1.1, 3.283985 
7.648280, NEL3.1.1, 1.959011 
7.648280, NEL2.1.1, 3.283985 
7.652775, NEL2.1.1, 3.346007 
7.652188, NEL2.1.1, 3.337855 
7.651906, NEL2.1.1, 3.333945 
7.651766, NEL2.1.1, 3.332005 
7.651413, NEH2.1.1, 12.149015 
7.650216, NEH2.1.1, 12.120339 
7.649864, NEH2.1.1, 12.111914 
7.634344, NEL2.1.1, 3.097473 
7.613294, NEL2.1.1, 2.831853 
7.605075, NEH2.1.1, 11.070393 
7.481223, NEL2.1.1, 1.553807 
7.481223, NEL2.1.1, 1.553807 
7.481223, NEH2.1.2, 17.254015 
7.481223, NEH2.1.1, 8.502218 
7.481223, NEL2.1.1, 1.553807 
7.588717, NEH2.1.1, 10.705040 
7.653761, NEH4.1.2, 12.528832 
7.654958, NEL1.4.1, 24.578744 
7.656766, NEH4.1.3, 12.664233 
7.656719, NEL1.4.1, 24.651237 
7.657212, NEH3.2.1, 4.214991 
7.658033, NEH4.1.3, 12.721610 
7.659395, NEL1.3.1, 17.800697 
7.661014, NEL1.3.1, 17.855823 
7.652892, NEL2.1.1, 3.347634 
7.652634, NEL2.1.1, 3.344048 
7.652141, NEH2.1.1, 12.166477 
7.649254, NEL2.1.1, 3.297346 
7.650310, NEL2.1.1, 3.311881 
7.650122, NEH2.1.1, 12.118088 
7.649864, NEH2.1.1, 12.111914 
7.648280, NEL2.1.1, 3.283985 
7.645369, NEH4.1.3, 12.155791 
7.645770, NEL2.1.1, 3.249750 
7.646171, NEL2.1.1, 3.255201 
7.643966, NEL2.1.1, 3.225321 
7.645971, NEH2.1.1, 12.018990 
7.645971, NEH2.1.1, 12.018990 
7.645971, NEH4.1.1, 12.182302 
7.645570, NEH2.1.2, 22.764396 
7.243172, NEH4.1.2, 1.932399 
7.243172, NEH4.1.1, 1.932399 
7.243172, NEH4.1.1, 1.932399 
7.243172, NEH4.1.1, 1.932399 
7.243172, NEH4.1.1, 1.932399 
7.243172, NEH4.1.1, 1.932399 
7.243172, NEH4.1.1, 1.932399 
7.243172, NEH4.1.1, 1.932399 
7.243172, NEL2.1.1, 0.442164 
7.243172, NEL2.1.1, 0.442164 
7.243172, NEL2.1.1, 0.442164 
7.243172, NEL2.1.1, 0.442164 
7.243172, NEL2.1.1, 0.442164 
7.243172, NEL2.1.1, 0.442164 
7.243172, NEL2.1.1, 0.442164 
7.243172, NEH4.1.2, 1.932399 
7.243172, NEH4.1.2, 1.932399 
7.243172, NEH4.1.2, 1.932399 
7.243172, NEL3.2.1, 1.124019 
7.243172, NEH4.1.1, 1.932399 
7.243172, NEH4.1.2, 1.932399 
7.243172, NEH4.1.3, 1.932399 
7.243172, NEH4.1.1, 1.932399 
7.243172, NEH4.1.1, 1.932399 
7.243172, NEH4.1.3, 1.932399 
7.243172, NEH4.1.3, 1.932399 
7.243172, NEH4.1.1, 1.932399 
7.243172, NEH4.1.1, 1.932399 
7.243172, NEH4.1.2, 1.932399 
7.653831, NEL3.1.1, 1.993787 
7.655967, NEL3.1.1, 2.007300 
7.656578, NEL2.1.1, 3.399202 
7.657118, NEH4.1.3, 12.680156 
7.657399, ER1.1.1.2, 1.840452 
7.661273, NEL2.1.1, 3.465795 
7.653315, NEL2.1.1, 3.353520 
7.653291, NEL2.1.1, 3.353186 
7.653550, NEL2.1.1, 3.356794 
7.653737, NEL2.1.1, 3.359401 
7.653597, NEL2.1.1, 3.357449 
7.654183, NEL2.1.1, 3.365624 
7.642362, NEL2.1.1, 3.203722 
7.643164, NEL4.1.2, 26.131537 
7.644367, NEL2.1.1, 3.230738 
7.643766, NEH2.1.2, 22.699682 
7.643565, NEL2.1.1, 3.219910 
7.643565, NEL2.1.1, 3.219910 
7.643966, NEL2.1.1, 3.225321 
7.648280, NEH2.1.1, 12.074049 
7.648280, NEH4.1.1, 12.284343 
7.126659, NEL4.1.1, 3.488053 
7.126659, NEL2.1.1, 0.218788 
7.126659, NEL4.1.1, 3.488053 
7.126659, NEH4.1.2, 0.968860 
7.126659, NEL2.1.1, 0.218788 
7.126659, NEL2.1.1, 0.218788 
7.126659, NEL2.1.1, 0.218788 
7.126659, NEL2.1.1, 0.218788 
7.126659, NEL3.1.1, 0.281427 
7.126659, NEL3.1.1, 0.281427 
7.126659, NEL3.1.1, 0.281427 
7.126659, NEL2.1.1, 0.218788 
7.126659, NEL2.1.1, 0.218788 
7.126659, NEH4.1.1, 0.968860 
7.126659, NEL2.1.1, 0.218788 
7.126659, NEL2.1.1, 0.218788 
7.126659, NEL4.1.1, 3.488053 
7.126659, NEL4.1.1, 3.488053 
7.218031, NEL4.1.1, 4.478750 
7.220516, NEL2.1.1, 0.387457 
7.231701, NEL2.1.1, 0.413679 
7.231080, NEL2.1.1, 0.412184 
7.232944, NEH4.1.1, 1.824312 
7.234186, NEH3.1.1, 0.441045 
7.234394, NEL1.4.1, 10.512550 
7.234808, NEL4.1.1, 4.681641 
7.237293, NEL4.1.1, 4.712269 
7.238536, NEL4.1.1, 4.727646 
7.241022, NEL2.1.1, 0.436699 
7.242886, NEL4.1.1, 4.781754 
7.272505, NEL2.1.1, 0.522883 
7.126659, NEH4.1.1, 0.968860 
7.126659, NEL4.1.3, 10.108769 
7.126659, NEL4.1.3, 10.108769 
7.126659, NEL4.1.1, 3.488053 
7.126659, NEH4.1.1, 0.968860 
7.126659, NEL2.1.1, 0.218788 
7.126659, NEL2.1.1, 0.218788 
7.126659, NEL2.1.1, 0.218788 
7.126659, NEH4.1.3, 0.968860 
7.126659, NEH4.1.1, 0.968860 
7.126659, NEL2.1.1, 0.218788 
7.126659, NEL4.1.1, 3.488053 
7.126659, NEL2.1.1, 0.218788 
7.126659, NEL2.1.1, 0.218788 
7.126659, NEL3.1.1, 0.281427 
7.126659, NEH4.1.1, 0.968860 
7.126659, NEL3.2.1, 0.725630 
7.126659, NEL2.1.1, 0.218788 
7.126659, NEL2.1.1, 0.218788 
7.126659, NEL2.1.1, 0.218788 
7.126659, NEL3.1.1, 0.281427 
7.126659, NEL2.1.1, 0.218788 
7.645770, NEH2.1.1, 12.014204 
7.646171, NEH2.1.1, 12.023752 
7.126659, NEL3.2.1, 0.725630 
7.126659, NEL2.1.2, 0.942671 
7.126659, NEH2.1.1, 3.488053 
7.126659, NEL2.1.2, 0.942671 
7.126659, NEH4.1.1, 0.968860 
7.126659, NEH4.1.2, 0.968860 
7.126659, NEL2.1.1, 0.218788 
7.126659, NEL2.1.1, 0.218788 
7.126659, NEL2.1.1, 0.218788 
7.126659, NEL2.1.1, 0.218788 
7.126659, NEL2.1.1, 0.218788 
7.126659, NEH4.1.2, 0.968860 
7.126659, NEL2.1.1, 0.218788 
7.126659, NEL4.1.1, 3.488053 
7.126659, NEL2.1.1, 0.218788 
7.126659, NEH4.1.1, 0.968860 
7.126659, NEL4.1.1, 3.488053 
7.126659, NEL2.1.1, 0.218788 
7.126659, NEH2.1.1, 3.488053 
7.126659, NEL2.1.1, 0.218788 
7.126659, NEL2.1.1, 0.218788 
7.207053, NEH4.1.1, 1.572888 
7.209538, NEH4.1.2, 1.595692 
7.203946, NEL2.1.1, 0.351278 
7.200010, NEL2.1.1, 0.343132 
7.196489, NEL2.1.1, 0.335985 
7.194625, NEL4.1.1, 4.206848 
7.192761, NEL4.1.1, 4.185745 
7.190483, NEL1.4.1, 9.446381 
7.180540, NEL3.1.1, 0.353689 
7.179712, NEL2.1.1, 0.303692 
7.178676, NEL3.1.1, 0.350944 
7.174327, NEL2.1.1, 0.293921 
7.173084, NEL3.1.1, 0.342820 
7.172255, NEH4.1.3, 1.281076 
7.126659, NEL2.1.1, 0.218788 
7.126659, NEL2.1.1, 0.218788 
7.126659, NEL2.1.1, 0.218788 
7.126659, NEL2.1.1, 0.218788 
7.126659, NEL2.1.1, 0.218788 
7.126659, NEL2.1.1, 0.218788 
7.126659, NEL2.1.1, 0.218788 
7.126659, NEL2.1.1, 0.218788 
7.126659, NEH2.1.2, 8.293874 
7.126659, NEL2.1.1, 0.218788 
7.126659, NEH2.1.2, 8.293874 
7.126659, NEL2.1.1, 0.218788 
7.126659, NEL2.1.1, 0.218788 
7.126659, NEL2.1.1, 0.218788 
7.126659, NEH2.1.1, 3.488053 
7.126659, NEL2.1.1, 0.218788 
7.126659, NEL2.1.1, 0.218788 
7.126659, NEL2.1.1, 0.218788 
7.126659, NEL2.1.1, 0.218788 
7.126659, NEL2.1.1, 0.218788 
7.126659, NEL2.1.1, 0.218788 
7.126659, NEL3.1.1, 0.281427 
7.205810, NEH2.1.1, 4.335177 
7.201875, NEL2.1.1, 0.346971 
7.200839, NEL2.1.1, 0.344834 
7.198768, NEH2.1.1, 4.254042 
7.196489, NEL3.1.1, 0.377943 
7.194418, NEL2.1.1, 0.331843 
7.418665, NEH4.1.3, 4.756689 
7.431186, NEL3.2.1, 2.138806 
7.429285, NEH4.1.2, 4.997712 
7.433313, NEL4.1.3, 18.609294 
7.434900, NEL2.1.1, 1.238962 
7.430750, NEH4.1.2, 5.031684 
7.396081, NEL3.3.1, 5.705192 
7.395105, NEH4.1.2, 4.254101 
7.393396, NEH4.1.3, 4.219322 
7.392297, NEH4.1.2, 4.197075 
7.396081, NEL2.1.1, 1.018097 
7.402063, NEH4.1.2, 4.398014 
7.440516, NEH4.1.2, 5.262696 
7.445521, NEH4.1.2, 5.384187 
7.446497, NEH4.1.3, 5.408125 
7.481223, ER1.1.1.3, 0.533388 
7.620912, NEL3.2.1, 3.804947 
7.620110, NEL3.2.1, 3.796248 
7.620311, NEL3.2.1, 3.798427 
7.627127, NEL3.2.1, 3.872882 
7.632539, NEL3.2.1, 3.932796 
7.634945, NEL2.1.1, 3.105338 
7.639355, NEH4.1.3, 11.893059 
7.639155, NEL3.2.1, 4.007001 
7.629933, NEH4.1.2, 11.489147 
7.630334, NEL3.2.1, 3.908300 
7.626124, NEH4.1.3, 11.328522 
7.622917, ER1.1.1.2, 1.469776 
7.634143, NEH4.1.2, 11.668465 
7.648280, NEH4.1.3, 12.284343 
7.648280, NEH4.1.3, 12.284343 
7.644245, NEH2.1.1, 11.977937 
7.647680, NEL2.1.1, 3.275775 
7.647775, ER1.1.1.2, 1.729918 
7.648280, NEH4.1.3, 12.284343 
7.648280, NEH4.1.2, 12.284343 
7.503839, NEL2.1.1, 1.730144 
7.512258, NEL3.3.1, 7.517108 
7.512659, NEL3.2.1, 2.762853 
7.504640, NEL3.2.1, 2.695686 
7.507447, NEL3.2.1, 2.719049 
7.481223, NEH4.1.3, 6.313662 
7.626525, NEH4.1.3, 11.345360 
7.126659, NEL4.1.2, 10.108769 
7.126659, NEL4.1.2, 10.108769 
7.126659, NEH4.1.2, 0.968860 
7.126659, NEL3.2.1, 0.725630 
7.126659, NEL3.2.1, 0.725630 
7.126659, NEL1.3.1, 5.009929 
7.126659, NEL3.3.1, 2.759635 
7.126659, NEL3.2.1, 0.725630 
7.126659, NEH4.1.3, 0.968860 
7.126659, ER4.1.1.3, 0.475529 
7.126659, ER1.1.1.3, 0.021216 
7.648280, NEL1.3.1, 17.424835 
7.126659, NEH4.1.2, 0.968860 
7.126659, NEL4.1.2, 10.108769 
7.126659, NEL3.2.1, 0.725630 
7.126659, NEL4.1.3, 10.108769 
7.126659, NEH4.1.2, 0.968860 
7.126659, ER1.1.1.2, 0.021216 
7.126659, NEL3.3.1, 2.759635 
7.126659, NEH4.1.2, 0.968860 
7.207453, NEL4.1.2, 12.041882 
7.207174, NEL1.3.1, 6.281702 
7.207873, NEH4.1.3, 1.580383 
7.213745, NEL4.1.2, 12.201700 
7.195010, NEH4.1.2, 1.466186 
7.126659, NEH4.1.2, 0.968860 
7.126659, NEH4.1.2, 0.968860 
7.126659, NEH4.1.3, 0.968860 
7.126659, NEL4.1.3, 10.108769 
7.126659, NEL4.1.3, 10.108769 
7.126659, NEL4.1.3, 10.108769 
7.126659, NEL4.1.3, 10.108769 
7.126659, NEH4.1.2, 0.968860 
7.129436, NEH4.1.2, 0.985823 
7.126659, NEL4.1.2, 10.108769 
7.126659, NEL4.1.3, 10.108769 
7.138384, NEH4.1.2, 1.042207 
7.180469, NEH4.1.3, 1.345488 
7.126659, NEL3.2.1, 0.725630 
7.126659, NEL4.1.2, 10.108769 
7.126659, NEH4.1.3, 0.968860 
7.126659, NEL4.1.2, 10.108769 
7.126659, NEH4.1.3, 0.968860 
7.126659, NEH4.1.3, 0.968860 
7.127619, NEL4.1.2, 10.130446 
7.126659, NEL3.2.1, 0.725630 
7.126659, NEH4.1.3, 0.968860 
7.126659, NEL4.1.3, 10.108769 
7.126659, NEL3.2.1, 0.725630 
7.127758, NEL3.2.1, 0.728738 
7.185502, NEH4.1.2, 1.386284 
7.186341, NEH4.1.2, 1.393184 
7.177877, NEL2.1.1, 0.300331 
7.174236, NEL2.1.1, 0.293759 
7.174236, NEL2.1.2, 1.211813 
7.175147, NEL2.1.1, 0.295391 
7.173023, NEL2.1.2, 1.204224 
7.176664, NEH4.1.2, 1.315320 
7.180001, NEH4.1.1, 1.341747 
7.180001, NEH2.1.1, 4.043431 
7.185159, NEH2.1.1, 4.100509 
7.187890, NEH2.1.1, 4.130977 
7.186979, NEL2.1.1, 0.317329 
7.191227, NEL2.1.1, 0.325547 
7.189710, NEH4.1.1, 1.421184 
7.194261, NEL2.1.2, 1.343008 
7.191227, NEL2.1.1, 0.325547 
7.192441, NEL2.1.1, 0.327930 
7.203363, NEH4.1.1, 1.539527 
7.203363, NEL2.1.1, 0.350061 
7.209128, NEL2.1.1, 0.362261 
7.210948, NEL2.1.1, 0.366189 
7.240027, NEH4.1.3, 1.898615 
7.141863, NEL2.1.2, 1.022542 
7.126659, NEH4.1.1, 0.968860 
7.126659, NEH4.1.1, 0.968860 
7.126659, NEH4.1.1, 0.968860 
7.126659, NEH4.1.1, 0.968860 
7.586632, NEH4.1.3, 9.752678 
7.577811, NEH4.1.3, 9.422756 
7.481223, NEH2.1.2, 17.254015 
7.481223, NEH4.1.3, 6.313662 
7.481223, NEH4.1.3, 6.313662 
7.481223, NEL2.1.1, 1.553807 
7.481223, NEL2.1.1, 1.553807 
7.481223, NEL1.4.1, 17.947211 
7.481223, NEL3.1.1, 1.121124 
7.481223, NEL2.1.1, 1.553807 
7.481223, NEL3.1.1, 1.121124 
7.481223, NEL2.1.1, 1.553807 
7.481223, NEL2.1.1, 1.553807 
7.481223, NEH2.1.1, 8.502218 
7.481223, NEL2.1.1, 1.553807 
7.523023, NEH4.1.2, 7.548670 
7.533047, NEH4.1.3, 7.869430 
7.546398, NEH4.1.2, 8.311854 
7.541386, NEH4.1.3, 8.143715 
7.545295, NEL4.1.2, 22.468846 
7.546959, NEL4.1.2, 22.528966 
7.548082, NEL4.1.3, 22.569583 
7.553635, ER1.1.1.1, 0.911913 
7.551410, ER1.1.1.3, 0.897526 
7.481223, NEH4.1.3, 6.313662 
7.481223, NEH4.1.2, 6.313662 
7.481223, NEH4.1.1, 6.313662 
7.481223, NEH4.1.3, 6.313662 
7.481223, NEH4.1.2, 6.313662 
7.481223, NEH4.1.2, 6.313662 
7.481223, NEH4.1.1, 6.313662 
7.481223, NEH2.1.1, 8.502218 
7.481223, NEH2.1.1, 8.502218 
7.481223, NEH2.1.1, 8.502218 
7.481223, NEL2.1.1, 1.553807 
7.481223, NEH2.1.1, 8.502218 
7.638754, NEL2.1.1, 3.155558 
7.617905, NEH4.1.1, 10.987135 
7.614497, NEL2.1.1, 2.846524 
7.606478, NEH4.1.1, 10.524273 
7.605476, NEH2.1.1, 11.079450 
7.605075, NEL2.1.1, 2.733234 
7.605677, NEL2.1.1, 2.740362 
7.604674, NEL2.1.1, 2.728494 
7.648280, NEH2.1.1, 12.074049 
7.648280, NEH4.1.1, 12.284343 
7.126659, NEL2.1.1, 0.218788 
7.126659, NEL2.1.1, 0.218788 
7.126659, NEL2.1.1, 0.218788 
7.126659, NEL2.1.1, 0.218788 
7.230251, NEL2.1.1, 0.410195 
7.126659, NEL2.1.1, 0.218788 
7.127516, NEH2.1.1, 3.496485 
7.127102, NEL2.1.1, 0.219399 
7.128966, NEL2.1.1, 0.221989 
7.128759, NEL2.1.1, 0.221700 
7.126659, NEH4.1.1, 0.968860 
7.208521, NEL2.1.1, 0.360959 
7.212162, NEL2.1.2, 1.470146 
7.221871, NEL2.1.2, 1.543193 
7.225208, NEH2.1.2, 10.370439 
7.235828, NEL2.1.1, 0.423738 
7.241896, NEL2.1.1, 0.438913 
7.249177, NEH2.1.1, 4.860822 
7.250998, NEL2.1.1, 0.462562 
7.256459, NEH2.1.1, 4.953560 
7.264044, NEL2.1.1, 0.498385 
7.264954, NEL2.1.2, 1.904646 
7.268595, NEL2.1.1, 0.511436 
7.271326, NEL2.1.1, 0.519408 
7.286800, NEL2.1.1, 0.566642 
7.289530, NEL2.1.1, 0.575349 
7.295902, NEL2.1.1, 0.596122 
7.298026, NEL2.1.1, 0.603189 
7.304397, NEL2.1.1, 0.624820 
7.307128, NEL2.1.1, 0.634295 
7.308038, NEL2.1.1, 0.637479 
7.126659, NEH2.1.1, 3.488053 
7.126659, NEL2.1.1, 0.218788 
7.513060, NEH4.1.3, 7.239429 
7.526892, ER2.2.1.3, 5.208867 
7.553354, ER1.1.1.1, 0.910085 
7.553354, ER1.1.1.3, 0.910085 
7.539923, NEL4.1.3, 22.275288 
7.481223, NEL2.1.2, 4.898337 
7.481223, NEH4.1.3, 6.313662 
7.481223, NEH4.1.3, 6.313662 
7.481223, NEH4.1.3, 6.313662 
7.481223, NEL2.1.1, 1.553807 
7.481223, NEH2.1.1, 8.502218 
7.548543, NEL2.1.1, 2.127396 
7.481223, NEH2.1.1, 8.502218 
7.481223, NEH2.1.1, 8.502218 
7.481223, NEH2.1.1, 8.502218 
7.481223, NEH4.1.2, 6.313662 
7.481223, NEH2.1.1, 8.502218 
7.481223, NEL2.1.1, 1.553807 
7.481223, NEL2.1.1, 1.553807 
7.481223, NEH4.1.1, 6.313662 
7.481223, NEH4.1.2, 6.313662 
7.481223, NEH4.1.3, 6.313662 
7.481223, ER1.1.1.2, 0.533388 
7.481223, ER4.1.1.3, 2.000490 
7.481223, ER4.1.1.2, 2.000490 
7.323361, NEH4.1.3, 2.975457 
7.320990, NEH4.1.3, 2.939170 
7.313848, NEH4.1.3, 2.832011 
7.309078, NEH2.1.1, 5.663215 
7.305107, NEH2.1.1, 5.607194 
7.299565, NEH4.1.2, 2.627158 
7.293995, NEH2.1.1, 5.452594 
7.481223, NEL2.1.1, 1.553807 
7.456788, NEL2.1.1, 1.380328 
7.481223, NEH2.1.1, 8.502218 
7.481223, NEL2.1.1, 1.553807 
7.481223, NEH2.1.1, 8.502218 
7.481223, NEL2.1.1, 1.553807 
7.481223, NEH2.1.1, 8.502218 
7.481223, NEL2.1.1, 1.553807 
7.481223, NEL2.1.1, 1.553807 
7.264404, NEL2.1.1, 0.499407 
7.263540, NEL3.2.1, 1.209585 
7.264577, NEL2.1.1, 0.499899 
7.264749, NEL2.1.1, 0.500388 
7.265959, NEL2.1.1, 0.503841 
7.266477, NEL2.1.1, 0.505326 
7.267514, NEL2.1.1, 0.508309 
7.267859, NEL2.1.1, 0.509305 
7.268723, NEL2.1.1, 0.511807 
7.269415, NEL2.1.1, 0.513818 
7.269242, NEL2.1.1, 0.513315 
7.270624, NEH2.1.1, 5.137719 
7.270649, NEL2.1.1, 0.517422 
7.270649, NEH4.1.1, 2.249169 
7.270649, NEH4.1.1, 2.249169 
7.270649, NEL2.1.1, 0.517422 
7.270649, NEH2.1.1, 5.138048 
7.270649, NEL2.1.1, 0.517422 
7.270649, NEL2.1.1, 0.517422 
7.270649, NEH4.1.1, 2.249169 
7.270649, NEL4.1.2, 13.707999 
7.270649, NEL2.1.1, 0.517422 
7.270649, NEH4.1.1, 2.249169 
7.270649, NEL3.1.1, 0.510490 
7.270649, NEL2.1.1, 0.517422 
7.270649, NEL2.1.1, 0.517422 
7.270649, NEL2.1.1, 0.517422 
7.270649, NEL2.1.1, 0.517422 
7.270649, NEL3.1.1, 0.510490 
7.270649, NEH4.1.1, 2.249169 
7.232438, NEL4.1.1, 4.652569 
7.232265, NEL2.1.1, 0.415041 
7.229328, NEL2.1.1, 0.407990 
7.228291, NEL2.1.1, 0.405526 
7.228291, NEL2.1.1, 0.405526 
7.227773, NEL2.1.1, 0.404299 
7.227081, NEL2.1.1, 0.402666 
7.226736, NEL2.1.1, 0.401854 
7.225354, NEL2.1.1, 0.398616 
7.225354, NEL2.1.1, 0.398616 
7.225181, NEL2.1.1, 0.398212 
7.223971, NEL2.1.1, 0.395398 
7.222589, NEL2.1.1, 0.392205 
7.223453, NEL2.1.1, 0.394198 
7.221725, NEL2.1.1, 0.390220 
7.222935, NEL2.1.1, 0.393002 
7.221034, NEH2.1.1, 4.514571 
7.220343, NEL2.1.1, 0.387063 
7.219824, NEL2.1.1, 0.385884 
7.218442, NEL2.1.1, 0.382758 
7.219997, NEL2.1.1, 0.386277 
7.219133, NEL2.1.1, 0.384318 
7.218615, NEH2.1.1, 4.485699 
7.217751, NEH2.1.1, 4.475421 
7.451368, NEL2.1.1, 1.344125 
7.447303, NEL2.1.1, 1.317496 
7.449329, NEL2.1.1, 1.330712 
7.445936, NEH2.1.1, 7.852806 
7.430819, NEL2.1.1, 1.213996 
7.441529, NEL2.1.1, 1.280432 
